ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK (),ABSOLUTE_THROTTLE_B (),PEDAL_D (),PEDAL_E (),COMMANDED_THROTTLE_ACTUATOR (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),INTAKE_AIR_TEMP (),TIMING_ADVANCE (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),CATALYST_TEMPERATURE_BANK1_SENSOR2 (),CONTROL_MODULE_VOLTAGE (),TIME_SINCE_TROUBLE_CODES_CLEARED (),WARM_UPS_SINCE_CODES_CLEARED (),DTC
1353,1332.75,27,21.568628,52.549019,87,0,-3.90625,53,25.09804,55.686275,23.529411,39.607841,22.745098,102,3.921569,46,17,543.700012,413.399994,13.691,7857,255,3
1353,1332.75,27,21.568628,52.549019,87,0,-3.90625,53,10.588235,55.686275,23.529411,39.607841,22.745098,102,3.921569,46,17,543.299988,412.399994,13.75,7857,255,3
1353,1332.75,27,21.568628,52.549019,87,0,-3.90625,53,10.588235,55.686275,25.882353,41.960785,22.745098,102,3.921569,46,17,543.299988,412.399994,13.75,7857,255,3
1353,1564,31,22.745098,56.470589,87,-0.78125,-7.03125,55,10.588235,55.686275,25.882353,41.960785,22.745098,102,3.921569,46,18,543.299988,412.399994,13.75,7857,255,3
1355,1564,31,22.745098,56.470589,87,-0.78125,-7.03125,55,19.215687,55.686275,25.882353,41.960785,22.745098,102,3.921569,46,18,543.299988,412.399994,13.75,7857,255,3
1355,1564,31,22.745098,56.470589,87,-0.78125,-7.03125,55,19.215687,55.686275,24.705883,40.784313,22.352942,102,3.921569,46,18,543.700012,412.299988,13.75,7857,255,3
1355,1564,31,22.745098,44.313725,87,-0.78125,-7.03125,55,19.215687,55.686275,24.705883,40.784313,22.352942,102,3.921569,46,18,543.700012,412.299988,13.75,7857,255,3
1357,1753,35,21.568628,44.313725,87,-0.78125,0.78125,43,19.215687,55.686275,24.705883,40.784313,22.352942,102,3.921569,46,23,543.700012,412.299988,13.75,7857,255,3
1357,1753,35,21.568628,44.313725,87,-0.78125,0.78125,43,29.411764,55.686275,24.705883,40.784313,22.352942,102,3.921569,46,23,545.200012,412.299988,13.75,7857,255,3
1357,1753,35,21.568628,44.313725,87,-0.78125,0.78125,43,29.411764,52.549019,21.960785,38.039215,20,102,1.568627,46,23,545.200012,412.5,13.75,7857,255,3
1357,1808.5,37,21.568628,20.392157,88,-0.78125,3.90625,21,29.411764,52.549019,21.960785,38.039215,20,102,1.568627,46,23,545.200012,412.5,13.75,7857,255,3
1358,1808.5,37,17.647058,20.392157,88,-0.78125,3.90625,21,29.411764,52.549019,21.960785,38.039215,20,102,1.568627,46,12,545.200012,412.5,13.75,7857,255,3
1358,1808.5,37,17.647058,20.392157,88,-0.78125,3.90625,21,30.980392,52.549019,21.960785,38.039215,20,102,1.176471,46,12,546.099976,412.600006,13.75,7857,255,3
1358,1808.5,37,17.647058,20.392157,88,-0.78125,3.90625,21,30.980392,51.372547,20.784313,36.470589,19.215687,102,1.176471,46,12,546.099976,412.600006,13.75,7857,255,3
1358,1739,37,19.215687,24.313726,87,-0.78125,3.90625,26,30.980392,51.372547,20.784313,36.470589,19.215687,102,1.176471,46,25,546.099976,412.600006,13.75,7857,255,3
1360,1739,37,19.215687,24.313726,87,-0.78125,3.90625,26,31.764706,51.372547,20.784313,36.470589,19.215687,102,1.176471,46,25,546.099976,412.600006,13.75,7857,255,3
1360,1739,37,19.215687,24.313726,87,-0.78125,3.90625,26,31.764706,51.372547,20.784313,36.862743,19.215687,102,1.568627,46,25,546.400024,412.299988,13.75,7857,255,3
1360,1739,37,19.215687,24.313726,87,-0.78125,3.90625,26,31.764706,51.372547,20.784313,36.862743,19.215687,102,1.568627,46,25,546.400024,412.299988,13.75,7857,255,3
1362,1721.75,36,19.215687,24.705883,87,-0.78125,2.34375,25,31.764706,51.372547,20.784313,36.862743,19.215687,102,1.568627,46,25,546.400024,412.299988,13.75,7857,255,3
1362,1721.75,36,19.215687,24.705883,87,-0.78125,2.34375,25,32.156864,51.372547,20.784313,36.862743,19.215687,102,1.568627,46,25,546.299988,412.299988,13.75,7857,255,3
1362,1721.75,36,19.215687,24.705883,87,-0.78125,2.34375,25,32.156864,52.156864,21.17647,37.254902,19.607843,102,1.568627,46,25,546.299988,412,13.75,7857,255,3
1362,1721.75,36,19.215687,31.764706,87,-1.5625,7.03125,33,32.156864,52.156864,21.17647,37.254902,19.607843,102,1.568627,46,25,546.299988,412,13.75,7857,255,3
1364,1757,36,20.392157,31.764706,87,-1.5625,7.03125,33,32.156864,52.156864,21.17647,37.254902,19.607843,102,1.568627,46,26,546.299988,412,13.75,7857,255,3
1364,1757,36,20.392157,31.764706,87,-1.5625,7.03125,33,30.980392,52.156864,21.17647,37.254902,19.607843,102,3.137255,46,26,546.099976,411.5,13.691,7857,255,3
1364,1757,36,20.392157,31.764706,87,-1.5625,7.03125,33,30.980392,53.725491,21.568628,37.64706,20.784313,102,3.137255,46,26,546.099976,411.5,13.691,7857,255,3
1364,1735.75,37,21.17647,35.294117,86,-2.34375,4.6875,36,30.980392,53.725491,21.568628,37.64706,20.784313,102,3.137255,46,25,546.099976,411.5,13.691,7857,255,3
1366,1735.75,37,21.17647,35.294117,86,-2.34375,4.6875,36,31.764706,53.725491,21.568628,37.64706,20.784313,102,3.137255,46,25,546.099976,411.5,13.691,7857,255,3
1366,1735.75,37,21.17647,35.294117,86,-2.34375,4.6875,36,31.764706,54.117645,21.960785,38.039215,20.784313,102,3.137255,46,25,546.099976,411,13.691,7857,255,3
1366,1735.75,37,21.17647,35.294117,86,-2.34375,4.6875,36,31.764706,54.117645,21.960785,38.039215,20.784313,102,3.137255,46,25,546.099976,411,13.691,7857,255,3
1367,1799,37,20.784313,35.294117,86,-2.34375,0.78125,36,31.764706,54.117645,21.960785,38.039215,20.784313,102,3.137255,46,26,546.099976,411,13.691,7857,255,3
1367,1799,37,20.784313,35.294117,86,-2.34375,0.78125,36,30.980392,54.117645,21.960785,38.039215,20.784313,102,3.137255,46,26,546.099976,411,13.691,7857,255,3
1367,1799,37,20.784313,35.294117,86,-2.34375,0.78125,36,30.980392,53.725491,21.960785,37.64706,20.784313,102,2.745098,46,26,546.299988,410.700012,13.691,7857,255,3
1367,1799,37,20.784313,34.901962,86,-1.5625,6.25,36,30.980392,53.725491,21.960785,37.64706,20.784313,102,2.745098,46,26,546.299988,410.700012,13.691,7857,255,3
1369,1784.25,37,21.17647,34.901962,86,-1.5625,6.25,35,30.980392,53.725491,21.960785,37.64706,20.784313,102,2.745098,46,26,546.299988,410.700012,13.691,7857,255,3
1369,1784.25,37,21.17647,34.901962,86,-1.5625,6.25,35,30.980392,53.725491,21.960785,37.64706,20.784313,102,2.745098,46,26,546.400024,410.5,13.691,7857,255,3
1369,1784.25,37,21.17647,34.901962,86,-1.5625,6.25,35,30.980392,53.725491,21.960785,37.64706,21.17647,102,3.137255,46,26,546.400024,410.5,13.691,7857,255,3
1369,1817.75,38,20.784313,32.941177,86,-1.5625,3.90625,35,30.980392,53.725491,21.960785,37.64706,21.17647,102,3.137255,46,26,546.400024,410.5,13.691,7857,255,3
1371,1817.75,38,20.784313,32.941177,86,-1.5625,3.90625,35,30.196079,53.725491,21.960785,37.64706,21.17647,102,3.137255,46,26,546.400024,410.5,13.691,7857,255,3
1371,1817.75,38,20.784313,32.941177,86,-1.5625,3.90625,35,30.196079,52.941177,21.17647,37.254902,20,102,2.745098,46,26,546.799988,410.299988,13.691,7857,255,3
1371,1817.75,38,20.784313,32.941177,86,-1.5625,3.90625,35,30.196079,52.941177,21.17647,37.254902,20,102,2.745098,46,26,546.799988,410.299988,13.691,7857,255,3
1371,1805.25,37,18.431372,23.921568,86,-0.78125,6.25,25,30.196079,52.941177,21.17647,37.254902,20,102,2.745098,46,25,546.799988,410.299988,13.691,7857,255,3
1373,1805.25,37,18.431372,23.921568,86,-0.78125,6.25,25,31.764706,52.941177,21.17647,37.254902,20,102,2.745098,46,25,546.799988,410.299988,13.691,7857,255,3
1373,1805.25,37,18.431372,23.921568,86,-0.78125,6.25,25,31.764706,51.372547,20.784313,36.862743,19.607843,102,0.784314,46,25,547,410,13.75,7857,255,3
1373,1805.25,37,18.431372,28.235294,86,-0.78125,3.125,25,31.764706,51.372547,20.784313,36.862743,19.607843,102,0.784314,46,25,547,410,13.75,7857,255,3
1375,1772.5,37,20,28.235294,86,-0.78125,3.125,29,31.764706,51.372547,20.784313,36.862743,19.607843,102,0.784314,46,27,547,410,13.75,7857,255,3
1375,1772.5,37,20,28.235294,86,-0.78125,3.125,29,30.196079,51.372547,20.784313,36.862743,19.607843,102,0.784314,46,27,546.900024,409.5,13.75,7857,255,3
1375,1772.5,37,20,28.235294,86,-0.78125,3.125,29,30.196079,52.156864,21.568628,37.64706,20,102,1.960784,46,27,546.900024,409.5,13.75,7857,255,3
1375,1807,37,19.607843,25.882353,86,-0.78125,6.25,26,30.196079,52.156864,21.568628,37.64706,20,102,1.960784,46,26,546.900024,409.5,13.75,7857,255,3
1377,1807,37,19.607843,25.882353,86,-0.78125,6.25,26,29.411764,52.156864,21.568628,37.64706,20,102,1.960784,46,26,546.900024,409.5,13.75,7857,255,3
1377,1807,37,19.607843,25.882353,86,-0.78125,6.25,26,29.411764,51.372547,20,36.07843,20,102,1.176471,46,26,546.700012,408.899994,13.75,7857,255,3
1377,1807,37,19.607843,25.882353,86,-0.78125,6.25,26,29.411764,51.372547,20,36.07843,18.82353,102,1.176471,46,26,546.700012,408.899994,13.75,7858,255,3
1377,1769.5,37,19.215687,23.137255,86,-0.78125,8.59375,24,29.411764,51.372547,20,36.07843,18.82353,102,1.176471,46,24,546.700012,408.899994,13.75,7858,255,3
1378,1769.5,37,19.215687,23.137255,86,-0.78125,8.59375,24,29.411764,51.372547,20,36.07843,18.82353,102,1.176471,46,24,546.700012,408.899994,13.75,7858,255,3
1378,1769.5,37,19.215687,23.137255,86,-0.78125,8.59375,24,29.411764,50.980392,20,36.470589,18.82353,102,1.176471,46,24,546.200012,408.5,13.769,7858,255,3
1378,1769.5,37,19.215687,18.82353,86,-0.78125,0,24,29.411764,50.980392,20,36.470589,18.82353,102,1.176471,46,24,546.200012,408.5,13.769,7858,255,3
1380,1717,37,17.647058,18.82353,86,-0.78125,0,18,29.411764,50.980392,20,36.470589,18.82353,102,1.176471,46,10,546.200012,408.5,13.769,7858,255,3
1380,1717,37,17.647058,18.82353,86,-0.78125,0,18,30.196079,50.980392,20,36.470589,18.82353,102,1.176471,46,10,545.299988,407.600006,13.769,7858,255,3
1380,1717,37,17.647058,18.82353,86,-0.78125,0,18,30.196079,49.411766,16.078432,31.764706,17.647058,102,0,46,10,545.299988,407.600006,13.769,7858,255,3
1380,876.5,36,17.647058,27.058823,86,-0.78125,0,34,30.196079,49.411766,16.078432,31.764706,17.647058,102,0,46,4,545.299988,407.600006,13.769,7858,255,3
1382,876.5,36,16.470589,27.058823,86,-0.78125,0,34,30.196079,49.411766,16.078432,31.764706,17.647058,102,0,46,4,545.299988,407.600006,13.769,7858,255,3
1382,876.5,36,16.470589,27.058823,86,-0.78125,0,34,30.196079,47.843136,16.078432,31.764706,17.647058,102,0,46,4,542.099976,406.200012,13.671,7858,255,3
1382,876.5,36,16.470589,27.058823,86,-0.78125,0,34,30.196079,47.843136,16.078432,31.764706,16.470589,102,0,46,4,542.099976,406.200012,13.671,7858,255,3
1382,746,33,16.470589,27.450981,86,-0.78125,7.8125,28,30.196079,47.843136,16.078432,31.764706,16.470589,102,0,47,0,542.099976,406.200012,13.671,7858,255,3
1384,746,33,16.470589,27.450981,86,-0.78125,7.8125,28,30.980392,47.843136,16.078432,31.764706,16.470589,102,0,47,0,542.099976,406.200012,13.671,7858,255,3
1384,746,33,16.470589,27.450981,86,-0.78125,7.8125,28,30.980392,50.980392,16.078432,31.764706,18.82353,102,0,47,0,540.599976,404.600006,13.085,7858,255,3
1384,746,33,16.470589,36.862743,86,-0.78125,7.8125,28,30.980392,50.980392,16.078432,31.764706,18.82353,102,0,47,0,540.599976,404.600006,13.085,7858,255,3
1386,937.5,31,18.82353,36.862743,86,-0.78125,6.25,37,30.980392,50.980392,16.078432,31.764706,18.82353,102,0,47,0,540.599976,404.600006,13.085,7858,255,3
1386,937.5,31,18.82353,36.862743,86,-0.78125,6.25,37,32.156864,50.980392,16.078432,31.764706,18.82353,102,0,47,0,537.799988,403.899994,13.085,7858,255,3
1386,937.5,31,18.82353,36.862743,86,-0.78125,6.25,37,32.156864,50.980392,16.078432,31.764706,18.82353,102,0,47,0,537.799988,403.899994,13.535,7858,255,3
1386,974,27,18.82353,34.117645,87,-0.78125,2.34375,35,32.156864,50.980392,16.078432,31.764706,18.82353,102,0,47,0,537.799988,403.899994,13.535,7858,255,3
1387,974,27,18.82353,34.117645,87,-0.78125,2.34375,35,32.156864,50.980392,16.078432,31.764706,18.82353,102,0,47,0,537.799988,403.899994,13.535,7858,255,3
1387,974,27,18.82353,34.117645,87,-0.78125,2.34375,35,33.333332,50.980392,16.078432,31.764706,18.82353,102,0,47,0,535.400024,402.299988,13.671,7858,255,3
1387,974,27,18.82353,34.117645,87,-0.78125,2.34375,35,33.333332,50.980392,16.078432,31.764706,18.82353,102,0,47,0,535.400024,402.299988,13.671,7858,255,3
1387,949,20,18.82353,34.901962,87,-0.78125,-1.5625,36,33.333332,50.980392,16.078432,31.764706,18.82353,102,0,47,0,535.400024,402.299988,13.671,7858,255,3
1389,949,20,18.82353,34.901962,87,-0.78125,-1.5625,36,35.294117,50.980392,16.078432,31.764706,18.82353,102,0,47,0,535.400024,402.299988,13.671,7858,255,3
1389,949,20,18.82353,34.901962,87,-0.78125,-1.5625,36,35.294117,50.980392,16.078432,31.764706,18.82353,102,0,47,0,533.200012,400.700012,13.554,7858,255,3
1389,949,20,18.82353,33.725491,87,-0.78125,-1.5625,36,35.294117,50.980392,16.078432,31.764706,18.82353,102,0,47,0,533.200012,400.700012,13.554,7858,255,3
1391,991.25,15,22.745098,33.725491,87,-0.78125,-4.6875,37,35.294117,50.980392,16.078432,31.764706,18.82353,102,0,47,-8,533.200012,400.700012,13.554,7858,255,3
1391,991.25,15,22.745098,33.725491,87,-0.78125,-4.6875,37,42.35294,50.980392,16.078432,31.764706,18.82353,102,0,47,-8,531.799988,400.700012,13.554,7858,255,3
1391,991.25,15,22.745098,33.725491,87,-0.78125,-4.6875,37,42.35294,58.039215,26.274509,42.35294,24.313726,102,5.490196,47,-8,531.799988,399.5,13.437,7858,255,3
1391,1477.25,15,22.745098,64.313728,87,-3.125,-2.34375,65,42.35294,58.039215,26.274509,42.35294,24.313726,102,5.490196,47,-8,531.799988,399.5,13.437,7858,255,3
1393,1477.25,17,23.529411,64.313728,87,-3.125,-2.34375,65,42.35294,58.039215,26.274509,42.35294,24.313726,102,5.490196,46,16,531.799988,399.5,13.437,7858,255,3
1393,1477.25,17,23.529411,64.313728,87,-3.125,-2.34375,65,47.058823,58.039215,26.274509,42.35294,24.313726,102,0,46,16,532.099976,399.399994,13.691,7858,255,3
1393,1477.25,17,23.529411,64.313728,87,-3.125,-2.34375,65,47.058823,50.588234,16.078432,31.764706,18.431372,102,0,46,16,532.099976,399.399994,13.691,7858,255,3
1393,1230.25,23,25.490196,29.803921,88,-2.34375,0,65,47.058823,50.588234,16.078432,31.764706,18.431372,102,0,46,-11,532.099976,399.399994,13.691,7858,255,3
1395,1230.25,23,25.490196,29.803921,88,-2.34375,0,65,34.117645,50.588234,16.078432,31.764706,18.431372,102,0,46,-11,532.099976,399.399994,13.691,7858,255,3
1395,1230.25,23,25.490196,29.803921,88,-2.34375,0,65,34.117645,55.294117,23.529411,39.215687,22.352942,102,3.529412,46,-11,533,399.399994,13.691,7858,255,3
1395,1230.25,23,25.490196,29.803921,88,-2.34375,0,65,34.117645,55.294117,23.529411,39.215687,22.352942,102,3.529412,46,-11,533,399.399994,13.691,7858,255,3
1397,1457.75,29,21.960785,53.725491,88,0,-2.34375,55,34.117645,55.294117,23.529411,39.215687,22.352942,102,3.529412,46,18,533,399.399994,13.691,7858,255,3
1397,1457.75,29,21.960785,53.725491,88,0,-2.34375,55,25.882353,55.294117,23.529411,39.215687,22.352942,102,3.529412,46,18,533,399.399994,13.691,7858,255,3
1397,1457.75,29,21.960785,53.725491,88,0,-2.34375,55,25.882353,53.333332,23.137255,39.215687,20.784313,102,1.960784,46,18,534.900024,400.100006,13.75,7858,255,3
1397,1457.75,29,21.960785,34.509804,88,-1.5625,0,35,25.882353,53.333332,23.137255,39.215687,20.784313,102,1.960784,46,18,534.900024,400.100006,13.75,7858,255,3
1398,1581.25,31,20.392157,34.509804,88,-1.5625,0,35,25.882353,53.333332,23.137255,39.215687,20.784313,102,1.960784,46,24,534.900024,400.100006,13.75,7858,255,3
1398,1581.25,31,20.392157,34.509804,88,-1.5625,0,35,25.09804,53.333332,23.137255,39.215687,20.784313,102,1.960784,46,24,536.299988,400.600006,13.75,7858,255,3
1398,1581.25,31,20.392157,34.509804,88,-1.5625,0,35,25.09804,51.764706,21.568628,37.254902,19.607843,102,0.784314,46,24,536.299988,400.600006,13.75,7858,255,3
1398,1617.75,34,19.607843,27.450981,88,-0.78125,2.34375,28,25.09804,51.764706,21.568628,37.254902,19.607843,102,0.784314,46,25,536.299988,400.600006,13.75,7858,255,3
1400,1617.75,34,19.607843,27.450981,88,-0.78125,2.34375,28,27.058823,51.764706,21.568628,37.254902,19.607843,102,0.784314,46,25,536.299988,400.600006,13.75,7858,255,3
1400,1617.75,34,19.607843,27.450981,88,-0.78125,2.34375,28,27.058823,52.156864,21.568628,37.64706,19.607843,102,0.784314,46,25,536.799988,400.700012,13.75,7858,255,3
1400,1617.75,34,19.607843,27.450981,88,-0.78125,2.34375,28,27.058823,52.156864,21.568628,37.64706,19.607843,102,0.784314,46,25,536.799988,400.700012,13.75,7858,255,3
1402,1639.75,34,19.607843,28.627451,88,-0.78125,3.90625,29,27.058823,52.156864,21.568628,37.64706,19.607843,102,0.784314,46,26,536.799988,400.700012,13.75,7858,255,3
1402,1639.75,34,19.607843,28.627451,88,-0.78125,3.90625,29,28.627451,52.156864,21.568628,37.64706,19.607843,102,0.784314,46,26,536.799988,400.700012,13.75,7858,255,3
1402,1639.75,34,19.607843,28.627451,88,-0.78125,3.90625,29,28.627451,51.764706,21.568628,37.64706,19.607843,102,0.784314,46,26,537.400024,400.799988,13.75,7858,255,3
1402,1639.75,34,19.607843,19.607843,87,-0.78125,4.6875,29,28.627451,51.764706,21.568628,37.64706,19.607843,102,0.784314,46,26,537.400024,400.799988,13.75,7858,255,3
1404,1614,34,17.254902,19.607843,87,-0.78125,4.6875,20,28.627451,51.764706,21.568628,37.64706,19.607843,102,0.784314,46,6,537.400024,400.799988,13.75,7858,255,3
1404,1614,34,17.254902,19.607843,87,-0.78125,4.6875,20,28.627451,51.764706,21.568628,37.64706,19.607843,102,0.784314,46,6,536.299988,400.5,13.75,7858,255,3
1404,1614,34,17.254902,19.607843,87,-0.78125,4.6875,20,28.627451,49.411766,19.215687,35.294117,18.039215,102,0,46,6,536.299988,400.5,13.75,7858,255,3
1404,1440.5,32,17.254902,19.215687,87,-0.78125,0,20,28.627451,49.411766,19.215687,35.294117,18.039215,102,0,46,7,536.299988,400.5,13.75,7858,255,3
1406,1440.5,32,17.254902,19.215687,87,-0.78125,0,20,28.627451,49.411766,19.215687,35.294117,18.039215,102,0,46,7,536.299988,400.5,13.75,7858,255,3
1406,1440.5,32,17.254902,19.215687,87,-0.78125,0,20,28.627451,48.627453,16.078432,31.764706,16.862745,102,0,46,7,533.099976,399.5,13.73,7858,255,3
1406,1440.5,32,17.254902,19.215687,87,-0.78125,0,20,28.627451,48.627453,16.078432,31.764706,16.862745,102,0,46,7,533.099976,399.5,13.73,7858,255,3
1406,1186.5,29,17.254902,23.137255,86,-0.78125,0,24,28.627451,48.627453,16.078432,31.764706,16.862745,102,0,47,3,533.099976,399.5,13.73,7858,255,3
1407,1186.5,29,17.254902,23.137255,86,-0.78125,0,24,29.411764,48.627453,16.078432,31.764706,16.862745,102,0,47,3,533.099976,399.5,13.73,7858,255,3
1407,1186.5,29,17.254902,23.137255,86,-0.78125,0,24,29.411764,47.843136,16.078432,31.764706,16.470589,102,0,47,3,530.299988,398.700012,13.73,7858,255,3
1407,1186.5,29,17.254902,21.960785,86,-0.78125,7.03125,24,29.411764,47.843136,16.078432,31.764706,16.470589,102,0,47,3,530.299988,398.700012,13.73,7858,255,3
1409,904.5,21,16.470589,21.960785,86,-0.78125,7.03125,22,29.411764,47.843136,16.078432,31.764706,16.470589,102,0,48,0,530.299988,398.700012,13.73,7858,255,3
1409,904.5,21,16.470589,21.960785,86,-0.78125,7.03125,22,30.980392,47.843136,16.078432,31.764706,16.470589,102,0,48,0,524.200012,396.899994,13.671,7858,255,3
1409,904.5,21,16.470589,21.960785,86,-0.78125,7.03125,22,30.980392,54.117645,25.09804,40.784313,21.568628,102,5.490196,48,0,524.200012,396.899994,13.671,7858,255,3
1409,1040.5,21,21.17647,63.529411,86,-3.125,2.34375,66,30.980392,54.117645,25.09804,40.784313,21.568628,102,5.490196,48,5,524.200012,396.899994,13.671,7858,255,3
1411,1040.5,21,21.17647,63.529411,86,-3.125,2.34375,66,29.411764,54.117645,25.09804,40.784313,21.568628,102,5.490196,48,5,524.200012,396.899994,13.671,7858,255,3
1411,1040.5,21,21.17647,63.529411,86,-3.125,2.34375,66,29.411764,53.725491,24.313726,40.392159,21.568628,102,4.313725,48,5,520.299988,395.600006,13.73,7858,255,3
1411,1040.5,21,21.17647,63.529411,86,-3.125,2.34375,66,29.411764,53.725491,24.313726,40.392159,20.784313,102,4.313725,48,5,520.299988,395.600006,13.73,7858,255,3
1411,1225.75,23,20.392157,47.450981,86,0,-4.6875,48,29.411764,53.725491,24.313726,40.392159,20.784313,102,4.313725,46,17,520.299988,395.600006,13.73,7858,255,3
1413,1225.75,23,20.392157,47.450981,86,0,-4.6875,48,27.058823,53.725491,24.313726,40.392159,20.784313,102,4.313725,46,17,520.299988,395.600006,13.73,7858,255,3
1413,1225.75,23,20.392157,47.450981,86,0,-4.6875,48,27.058823,48.235294,16.078432,31.764706,16.470589,102,0,46,17,518,394.5,13.769,7858,255,3
1413,1225.75,23,20.392157,23.137255,86,-0.78125,0,48,27.058823,48.235294,16.078432,31.764706,16.470589,102,0,46,17,518,394.5,13.769,7858,255,3
1415,1159.25,25,16.470589,23.137255,86,-0.78125,0,21,27.058823,48.235294,16.078432,31.764706,16.470589,102,0,46,7,518,394.5,13.769,7858,255,3
1415,1159.25,25,16.470589,23.137255,86,-0.78125,0,21,27.058823,48.235294,16.078432,31.764706,16.470589,102,0,46,7,516.799988,393.899994,13.769,7858,255,3
1415,1159.25,25,16.470589,23.137255,86,-0.78125,0,21,27.058823,48.235294,16.078432,31.764706,16.470589,102,0,46,7,516.799988,393.899994,13.75,7858,255,3
1415,1034.25,23,16.470589,23.921568,87,-0.78125,0,27,27.058823,48.235294,16.078432,31.764706,16.470589,102,0,47,0,516.799988,393.899994,13.75,7858,255,3
1416,1034.25,23,17.647058,23.921568,87,-0.78125,0,27,27.058823,48.235294,16.078432,31.764706,16.470589,102,0,47,0,516.799988,393.899994,13.75,7858,255,3
1416,1034.25,23,17.647058,23.921568,87,-0.78125,0,27,29.411764,50.588234,21.17647,36.862743,16.470589,102,1.176471,47,0,512.299988,392.299988,13.73,7858,255,3
1416,1034.25,23,17.647058,23.921568,87,-0.78125,0,27,29.411764,50.588234,21.17647,36.862743,18.039215,102,1.176471,47,0,512.299988,392.299988,13.73,7858,255,3
1416,1017,21,16.470589,21.960785,87,-0.78125,9.375,22,29.411764,50.588234,21.17647,36.862743,18.039215,102,1.176471,48,13,512.299988,392.299988,13.73,7858,255,3
1418,1017,21,16.470589,21.960785,87,-0.78125,9.375,22,30.196079,50.588234,21.17647,36.862743,18.039215,102,1.176471,48,13,512.299988,392.299988,13.73,7858,255,3
1418,1017,21,16.470589,21.960785,87,-0.78125,9.375,22,30.196079,49.803921,20.392157,36.07843,17.647058,102,1.176471,48,13,507.900024,390.5,13.71,7858,255,3
1418,1017,21,16.470589,40.392159,87,-0.78125,3.125,22,30.196079,49.803921,20.392157,36.07843,17.647058,102,1.176471,48,13,507.900024,390.5,13.71,7858,255,3
1420,1042.75,21,20,40.392159,87,-1.5625,3.125,46,30.196079,49.803921,20.392157,36.07843,17.647058,102,1.176471,48,15,507.900024,390.5,13.71,7858,255,3
1420,1042.75,21,20,40.392159,87,-1.5625,3.125,46,30.980392,49.803921,20.392157,36.07843,17.647058,102,1.176471,48,15,504.700012,388.799988,13.71,7858,255,3
1420,1042.75,21,20,40.392159,87,-1.5625,3.125,46,30.980392,52.941177,24.313726,40.392159,20.784313,102,3.921569,48,15,504.700012,388.799988,13.71,7858,255,3
1420,1192,22,20,48.627453,87,-0.78125,-3.125,39,30.980392,52.941177,24.313726,40.392159,20.784313,102,3.921569,48,18,504.700012,388.799988,13.71,7858,255,3
1422,1192,22,16.078432,48.627453,87,-0.78125,-3.125,39,30.980392,52.941177,24.313726,40.392159,20.784313,102,3.921569,48,18,504.700012,388.799988,13.71,7858,255,3
1422,1192,22,16.078432,48.627453,87,-0.78125,-3.125,39,34.509804,48.235294,24.313726,40.392159,20.784313,102,0,48,18,503.599976,388.100006,13.75,7858,255,3
1422,1192,22,16.078432,48.627453,87,-0.78125,-3.125,39,34.509804,48.235294,16.078432,31.764706,16.470589,102,0,48,18,503.599976,388.100006,13.75,7858,255,3
1422,1089.75,24,17.254902,20.392157,88,-0.78125,0,23,34.509804,48.235294,16.078432,31.764706,16.470589,102,0,48,1,503.599976,388.100006,13.75,7858,255,3
1424,1089.75,24,17.254902,20.392157,88,-0.78125,0,23,23.921568,48.235294,16.078432,31.764706,16.470589,102,0,48,1,503.599976,388.100006,13.75,7858,255,3
1424,1089.75,24,17.254902,20.392157,88,-0.78125,0,23,23.921568,48.627453,16.078432,31.764706,16.470589,102,0,48,1,499.599976,386.299988,13.75,7858,255,3
1424,1089.75,24,17.254902,20.784313,88,-0.78125,0,23,23.921568,48.627453,16.078432,31.764706,16.470589,102,0,48,1,499.599976,386.299988,13.75,7858,255,3
1426,960,21,18.431372,20.784313,88,-0.78125,7.03125,22,23.921568,48.627453,16.078432,31.764706,16.470589,102,0,48,0,499.599976,386.299988,13.75,7858,255,3
1426,960,21,18.431372,20.784313,88,-0.78125,7.03125,22,29.411764,48.627453,16.078432,31.764706,16.470589,102,0,48,0,495.900024,384.5,13.75,7858,255,3
1426,960,21,18.431372,20.784313,88,-0.78125,7.03125,22,29.411764,54.901962,25.490196,41.176472,21.568628,102,5.490196,48,0,495.900024,384.5,13.691,7858,255,3
1426,1186.5,22,18.431372,63.529411,88,-3.125,0,64,29.411764,54.901962,25.490196,41.176472,21.568628,102,5.490196,48,0,495.900024,384.5,13.691,7858,255,3
1427,1186.5,22,22.745098,63.529411,88,-3.125,0,64,29.411764,54.901962,25.490196,41.176472,21.568628,102,5.490196,48,8,495.900024,384.5,13.691,7858,255,3
1427,1186.5,22,22.745098,63.529411,88,-3.125,0,64,29.019608,56.07843,25.490196,41.176472,21.568628,102,6.27451,48,8,494.900024,383.600006,13.75,7858,255,3
1427,1186.5,22,22.745098,63.529411,88,-3.125,0,64,29.019608,56.07843,26.274509,41.960785,23.137255,102,6.27451,48,8,494.900024,383.600006,13.75,7858,255,3
